CSD Code,Census subdivision (CSD) name,2006 Income Score,2006 Education Score,2006 Housing Score,2006 Labour Force Activity Score,2006 CWB Score,2006 2B Population,Type of collectivity,Province
1010005,Forteau,78,32,93,81,71,435,Other,Newfoundland and Labrador
1010006,West St. Modeste,,,,,66,140,Other,Newfoundland and Labrador
1010007,Pinware,,,,,39,115,Other,Newfoundland and Labrador
1010008,"Division No. 10, Subd. B",66,31,84,55,59,475,Other,Newfoundland and Labrador
1010009,Port Hope Simpson,69,35,89,60,63,530,Other,Newfoundland and Labrador
1010010,St. Lewis,72,33,89,61,64,250,Other,Newfoundland and Labrador
1010011,Mary's Harbour,73,37,98,61,67,410,Other,Newfoundland and Labrador
1010012,"Cartwright, Labrador",71,39,84,57,63,550,Other,Newfoundland and Labrador
1010013,Charlottetown (Labrador),72,45,94,58,67,365,Other,Newfoundland and Labrador
1010020,"Division No. 10, Subd. C",59,23,55,67,51,1100,Other,Newfoundland and Labrador
1010022,North West River,88,55,89,81,78,495,Other,Newfoundland and Labrador
1010025,Happy Valley-Goose Bay,86,55,95,85,80,7470,Other,Newfoundland and Labrador
1010029,"Division No. 10, Subd. D",95,61,98,86,85,680,Other,Newfoundland and Labrador
1010032,Labrador City,94,59,97,85,84,7230,Other,Newfoundland and Labrador
1010034,Wabush,95,59,95,84,83,1740,Other,Newfoundland and Labrador
1010042,"Division No. 10, Subd. E",,,,,,,Other,Newfoundland and Labrador
1010801,Natuashish  2,62,27,88,76,63,705,First Nation,Newfoundland and Labrador
1011005,"Division No. 11, Subd. C",,,,,,,Other,Newfoundland and Labrador
1011010,Rigolet,,,,,65,270,Inuit,Newfoundland and Labrador
1011015,Postville,,,,,69,220,Inuit,Newfoundland and Labrador
1011020,Makkovik,74,46,83,68,68,365,Inuit,Newfoundland and Labrador
1011030,Hopedale,66,42,76,66,63,530,Inuit,Newfoundland and Labrador
1011035,Nain,71,39,74,71,64,1030,Inuit,Newfoundland and Labrador
1011040,"Division No. 11, Subd. E",,,,,,,Other,Newfoundland and Labrador
1101001,Lot 64,82,58,89,85,79,930,Other,Prince Edward Island
1101002,Murray Harbour,83,50,94,82,77,360,Other,Prince Edward Island
1101004,Murray River,84,53,95,87,80,430,Other,Prince Edward Island
1101006,Lot 63,76,46,90,88,75,900,Other,Prince Edward Island
1101008,Lot 61,76,47,94,84,75,830,Other,Prince Edward Island
1101009,Lot 59,77,55,92,81,76,1235,Other,Prince Edward Island
1101011,Lot 66,,,,,77,170,Other,Prince Edward Island
1101014,Lot 51,81,62,93,89,81,805,Other,Prince Edward Island
1101016,Lot 52,73,46,93,88,75,820,Other,Prince Edward Island
1101018,Montague,76,46,95,77,73,1730,Other,Prince Edward Island
1101019,Lot 53,75,43,93,81,73,435,Other,Prince Edward Island
1101021,Cardigan,70,54,95,89,77,375,Other,Prince Edward Island
1101022,"Kings, Royalty",78,50,96,92,79,290,Other,Prince Edward Island
1101024,Georgetown,69,43,94,81,72,620,Other,Prince Edward Island
1101026,Lot 54,72,44,98,87,75,435,Other,Prince Edward Island
1101028,Lot 55,72,48,98,86,76,395,Other,Prince Edward Island
1101029,Lot 56,73,57,85,88,76,445,Other,Prince Edward Island
1101031,Lot 43,78,49,97,87,78,775,Other,Prince Edward Island
1101032,Lot 44,82,54,95,89,80,870,Other,Prince Edward Island
1101034,Lot 45,78,48,99,94,80,500,Other,Prince Edward Island
1101036,Souris,77,46,91,88,76,1160,Other,Prince Edward Island
1101038,Lot 46,83,52,98,89,80,400,Other,Prince Edward Island
1101039,Lot 47,77,53,89,82,75,520,Other,Prince Edward Island
1101041,Lot 42,74,46,85,73,70,300,Other,Prince Edward Island
1101042,Lot 41,85,54,99,88,81,465,Other,Prince Edward Island
1101044,St. Peters Bay,,,,,79,250,Other,Prince Edward Island
1101046,Lot 40,82,51,95,86,79,475,Other,Prince Edward Island
1101048,Morell,82,64,92,84,81,305,Other,Prince Edward Island
1101049,Lot 39,83,60,96,86,81,655,Other,Prince Edward Island
1101050,Morell 2,,,,,,,First Nation,Prince Edward Island
1101051,Lot 38,70,56,90,85,75,500,Other,Prince Edward Island
1102001,Lot 62,78,50,93,74,74,540,Other,Prince Edward Island
1102004,Lot 60,77,48,92,89,77,315,Other,Prince Edward Island
1102006,Lot 58,75,60,94,84,78,525,Other,Prince Edward Island
1102008,Lot 57,71,57,90,85,76,945,Other,Prince Edward Island
1102009,Lot 50,74,55,95,89,78,850,Other,Prince Edward Island
1102012,Lot 49,78,61,98,84,80,1045,Other,Prince Edward Island
1102014,Lot 48,85,63,96,93,84,1790,Other,Prince Edward Island
1102026,Lot 31,77,60,97,89,81,1615,Other,Prince Edward Island
1102028,Lot 65,84,62,98,88,83,2050,Other,Prince Edward Island
1102029,Lot 30,79,66,96,86,82,760,Other,Prince Edward Island
1102030,Rocky Point 3,,,,,,40,First Nation,Prince Edward Island
1102031,Lot 29,80,62,89,86,79,935,Other,Prince Edward Island
1102032,Victoria,,,,,87,70,Other,Prince Edward Island
1102033,Meadowbank,92,76,92,84,86,370,Other,Prince Edward Island
1102034,Crapaud,85,57,92,89,81,305,Other,Prince Edward Island
1102036,Lot 67,75,54,94,78,75,845,Other,Prince Edward Island
1102037,Clyde River,81,67,94,90,83,615,Other,Prince Edward Island
1102038,Lot 20,81,57,97,91,81,750,Other,Prince Edward Island
1102039,Lot 21,78,54,94,81,77,960,Other,Prince Edward Island
1102040,Miltonvale Park,77,54,90,89,78,1150,Other,Prince Edward Island
1102041,Lot 22,75,58,91,83,77,580,Other,Prince Edward Island
1102042,Lot 23,74,51,99,85,77,835,Other,Prince Edward Island
1102043,Hunter River,79,59,99,92,82,250,Other,Prince Edward Island
1102044,Lot 24,77,53,95,88,78,1570,Other,Prince Edward Island
1102045,Resort Mun. Stan.B.-Hope R.-Bayv.-Cavend.-N.Rust.,71,58,99,96,81,285,Other,Prince Edward Island
1102046,North Rustico,85,40,98,75,75,595,Other,Prince Edward Island
1102048,Brackley,81,67,92,88,82,335,Other,Prince Edward Island
1102049,Lot 33,83,57,99,90,82,1080,Other,Prince Edward Island
1102050,Union Road,,,,,80,245,Other,Prince Edward Island
1102051,Breadalbane,,,,,74,170,Other,Prince Edward Island
1102052,Lot 34,83,65,96,90,84,2355,Other,Prince Edward Island
1102054,Lot 35,81,61,95,90,82,1605,Other,Prince Edward Island
1102056,Lot 36,78,61,94,85,79,755,Other,Prince Edward Island
1102057,Scotchfort 4,,,,,59,135,First Nation,Prince Edward Island
1102058,Lot 37,77,68,86,83,79,545,Other,Prince Edward Island
1102059,Mount Stewart,77,48,84,92,75,265,Other,Prince Edward Island
1102065,Winsloe South,,,,,87,185,Other,Prince Edward Island
1102070,Warren Grove,80,65,100,95,85,335,Other,Prince Edward Island
1102075,Charlottetown,83,63,96,85,82,31295,Other,Prince Edward Island
1102080,Stratford,87,70,97,88,85,7080,Other,Prince Edward Island
1102085,Cornwall,83,66,96,87,83,4680,Other,Prince Edward Island
1103001,Lot 28,75,60,92,92,79,885,Other,Prince Edward Island
1103005,Borden-Carleton,82,51,91,81,76,785,Other,Prince Edward Island
1103006,Lot 27,76,62,96,90,81,825,Other,Prince Edward Island
1103008,Kinkora,76,53,98,89,79,330,Other,Prince Edward Island
1103009,Lot 26,78,59,96,89,81,995,Other,Prince Edward Island
1103010,Central Bedeque,,,,,80,150,Other,Prince Edward Island
1103011,Lot 25,82,58,91,86,79,1155,Other,Prince Edward Island
1103012,Lot 19,82,56,99,88,81,1875,Other,Prince Edward Island
1103013,Bedeque,,,,,74,130,Other,Prince Edward Island
1103014,Kensington,80,54,98,87,80,1485,Other,Prince Edward Island
1103016,Lot 18,80,58,94,86,80,1055,Other,Prince Edward Island
1103018,Sherbrooke,,,,,76,135,Other,Prince Edward Island
1103019,Lot 17,74,44,95,86,75,560,Other,Prince Edward Island
1103023,Linkletter,80,45,98,89,78,320,Other,Prince Edward Island
1103024,Miscouche,76,44,98,86,76,760,Other,Prince Edward Island
1103025,Summerside,79,54,95,85,78,14265,Other,Prince Edward Island
1103026,Lot 15,75,42,87,89,73,1210,Other,Prince Edward Island
1103027,Abrams Village,79,45,96,86,77,265,Other,Prince Edward Island
1103028,Lot 16,82,52,97,90,80,700,Other,Prince Edward Island
1103029,Wellington,77,40,96,83,74,400,Other,Prince Edward Island
1103031,Lot 14,81,54,96,90,80,795,Other,Prince Edward Island
1103032,Lot 13,80,48,96,87,78,720,Other,Prince Edward Island
1103033,Tyne Valley,,,,,75,205,Other,Prince Edward Island
1103034,Lot 12,74,42,97,74,72,875,Other,Prince Edward Island
1103035,Lennox Island 1,62,53,85,84,71,255,First Nation,Prince Edward Island
1103036,Lot 11,72,43,89,85,72,520,Other,Prince Edward Island
1103038,Lot 10,67,38,92,85,71,290,Other,Prince Edward Island
1103041,Lot  6,70,38,89,76,68,855,Other,Prince Edward Island
1103042,O'Leary,65,41,95,77,70,835,Other,Prince Edward Island
1103044,Lot  9,73,50,88,83,73,365,Other,Prince Edward Island
1103046,Lot  8,72,39,91,89,73,665,Other,Prince Edward Island
1103048,Lot  7,71,44,89,82,71,560,Other,Prince Edward Island
1103049,Lot  5,84,56,96,89,81,1250,Other,Prince Edward Island
1103051,Lot  4,74,44,97,84,75,1175,Other,Prince Edward Island
1103052,Alberton,75,39,95,78,72,1030,Other,Prince Edward Island
1103054,Lot  3,74,47,92,84,74,900,Other,Prince Edward Island
1103056,Lot  2,71,36,98,86,73,1655,Other,Prince Edward Island
1103057,St. Louis,,,,,70,80,Other,Prince Edward Island
1103058,Lot  1,75,38,98,75,72,1885,Other,Prince Edward Island
1103059,Tignish,76,36,98,78,72,725,Other,Prince Edward Island
1103062,Miminegash,,,,,71,175,Other,Prince Edward Island
1201001,Barrington,78,35,95,81,72,7300,Other,Nova Scotia
1201004,Clark's Harbour,77,35,95,80,72,860,Other,Nova Scotia
1201006,Shelburne,76,44,96,79,74,4770,Other,Nova Scotia
1201008,Shelburne,75,46,93,81,74,1870,Other,Nova Scotia
1201009,Lockeport,74,52,89,86,75,600,Other,Nova Scotia
1202001,Argyle,80,43,95,83,75,8595,Other,Nova Scotia
1202004,Yarmouth,79,49,93,83,76,10185,Other,Nova Scotia
1202006,Yarmouth,75,48,94,81,75,6930,Other,Nova Scotia
1202040,Yarmouth 33,,,,,65,155,First Nation,Nova Scotia
1203001,Clare,78,44,95,82,75,8650,Other,Nova Scotia
1203004,Digby,76,46,93,81,74,7975,Other,Nova Scotia
1203006,Digby,74,48,93,82,74,1990,Other,Nova Scotia
1203009,Bear River (Part) 6,,,,,69,100,First Nation,Nova Scotia
1204009,Ponhook Lake 10,,,,,,,First Nation,Nova Scotia
1204010,Queens,77,46,92,77,73,11015,Other,Nova Scotia
1204015,Wildcat 12,,,,,,,First Nation,Nova Scotia
1205001,"Annapolis, Subd. D",76,49,92,80,74,3005,Other,Nova Scotia
1205002,Bear River (Part) 6,,,,,,,First Nation,Nova Scotia
1205004,"Annapolis, Subd. A",74,51,91,79,74,6290,Other,Nova Scotia
1205006,Bear River 6B,,,,,,,First Nation,Nova Scotia
1205008,Annapolis Royal,89,60,98,77,81,440,Other,Nova Scotia
1205009,"Annapolis, Subd. B",74,50,91,81,74,3540,Other,Nova Scotia
1205012,Bridgetown,80,54,95,82,78,960,Other,Nova Scotia
1205014,"Annapolis, Subd. C",78,52,95,82,77,5035,Other,Nova Scotia
1205016,Middleton,81,56,96,84,79,1810,Other,Nova Scotia
1206001,Lunenburg,79,49,94,83,76,25035,Other,Nova Scotia
1206004,Bridgewater,82,54,95,84,79,7850,Other,Nova Scotia
1206006,Lunenburg,80,56,94,83,78,2165,Other,Nova Scotia
1206008,Mahone Bay,84,63,97,84,82,845,Other,Nova Scotia
1206009,Chester,83,51,95,82,78,10630,Other,Nova Scotia
1206011,Gold River 21,,,,,59,65,First Nation,Nova Scotia
1206014,Pennal 19,,,,,,,First Nation,Nova Scotia
1206016,New Ross 20,,,,,,,First Nation,Nova Scotia
1207001,"Kings, Subd. A",79,51,96,84,78,21875,Other,Nova Scotia
1207002,Cambridge 32,,,,,68,120,First Nation,Nova Scotia
1207004,Berwick,78,55,94,84,78,2265,Other,Nova Scotia
1207011,"Kings, Subd. C",79,55,96,85,79,8115,Other,Nova Scotia
1207012,Kentville,82,63,95,86,82,5675,Other,Nova Scotia
1207016,"Kings, Subd. B",79,56,95,84,79,12010,Other,Nova Scotia
1207021,"Kings, Subd. D",79,54,94,85,78,5480,Other,Nova Scotia
1207024,Wolfville,86,77,97,82,85,3650,Other,Nova Scotia
1207027,Glooscap 35,,,,,,60,First Nation,Nova Scotia
1208001,West Hants,79,51,95,83,77,13865,Other,Nova Scotia
1208002,Windsor,77,54,96,83,77,3435,Other,Nova Scotia
1208004,Hantsport,86,58,97,87,82,1180,Other,Nova Scotia
1208008,East Hants,82,53,96,87,79,21365,Other,Nova Scotia
1208014,Indian Brook 14,47,49,70,65,58,1015,First Nation,Nova Scotia
1209019,Cole Harbour 30,,,,,73,125,First Nation,Nova Scotia
1209029,Shubenacadie 13,,,,,,,First Nation,Nova Scotia
1209034,Halifax,88,65,96,87,84,369265,Other,Nova Scotia
1209037,Beaver Lake 17,,,,,,,First Nation,Nova Scotia
1209038,Sheet Harbour 36,,,,,,,First Nation,Nova Scotia
1210001,"Colchester, Subd. C",79,53,94,85,78,13265,Other,Nova Scotia
1210002,Stewiacke,77,51,96,83,77,1420,Other,Nova Scotia
1210003,Millbrook 27,69,57,90,77,73,705,First Nation,Nova Scotia
1210006,Truro,83,57,95,85,80,11405,Other,Nova Scotia
1210008,"Colchester, Subd. B",80,54,95,84,78,19205,Other,Nova Scotia
1210012,"Colchester, Subd. A",74,49,94,83,75,3515,Other,Nova Scotia
1211001,"Cumberland, Subd. A",75,43,92,73,71,2240,Other,Nova Scotia
1211002,Parrsboro,76,50,92,79,74,1385,Other,Nova Scotia
1211006,"Cumberland, Subd. B",77,47,93,82,75,3775,Other,Nova Scotia
1211008,Springhill,76,48,90,75,72,3610,Other,Nova Scotia
1211009,"Cumberland, Subd. C",81,55,95,84,79,5485,Other,Nova Scotia
1211011,Amherst,77,53,92,84,76,9275,Other,Nova Scotia
1211012,Oxford,77,54,94,89,79,1170,Other,Nova Scotia
1211014,"Cumberland, Subd. D",78,52,93,80,76,4220,Other,Nova Scotia
1212001,"Pictou, Subd. A",83,54,92,83,78,6405,Other,Nova Scotia
1212004,Pictou,82,58,91,84,79,3655,Other,Nova Scotia
1212006,"Pictou, Subd. B",78,52,92,82,76,5860,Other,Nova Scotia
1212008,Westville,76,52,91,82,75,3795,Other,Nova Scotia
1212009,Stellarton,78,55,92,83,77,4705,Other,Nova Scotia
1212011,"Pictou, Subd. C",82,53,95,82,78,9035,Other,Nova Scotia
1212014,New Glasgow,84,58,93,84,80,9195,Other,Nova Scotia
1212016,Trenton,77,50,93,86,77,2735,Other,Nova Scotia
1212019,Fisher's Grant 24,50,45,83,80,64,430,First Nation,Nova Scotia
1212023,Merigomish Harbour 31,,,,,,,First Nation,Nova Scotia
1213001,St. Mary's,75,44,93,79,73,2550,Other,Nova Scotia
1213004,Guysborough,77,41,92,78,72,4665,Other,Nova Scotia
1213006,Canso,68,34,91,74,67,890,Other,Nova Scotia
1213008,Mulgrave,81,48,93,85,77,845,Other,Nova Scotia
1214001,"Antigonish, Subd. A",84,65,96,86,83,7720,Other,Nova Scotia
1214002,Antigonish,85,67,97,86,84,4130,Other,Nova Scotia
1214006,"Antigonish, Subd. B",79,54,94,84,78,6510,Other,Nova Scotia
1214010,Pomquet And Afton 23,41,41,72,66,55,360,First Nation,Nova Scotia
1214024,Summerside 38,,,,,,,First Nation,Nova Scotia
1215001,"Inverness, Subd. C",82,57,95,81,79,3630,Other,Nova Scotia
1215002,Port Hawkesbury,80,59,95,84,80,3465,Other,Nova Scotia
1215006,"Inverness, Subd. B",80,54,91,80,76,5260,Other,Nova Scotia
1215008,Whycocomagh 2,46,47,74,69,59,620,First Nation,Nova Scotia
1215011,"Inverness, Subd. A",79,46,94,80,75,5775,Other,Nova Scotia
1216001,"Richmond, Subd. C",78,47,94,80,75,3425,Other,Nova Scotia
1216006,"Richmond, Subd. A",79,52,94,76,75,3990,Other,Nova Scotia
1216011,"Richmond, Subd. B",76,44,90,69,70,1770,Other,Nova Scotia
1216014,Chapel Island 5,48,49,74,70,60,440,First Nation,Nova Scotia
1217008,Membertou 28B,59,55,86,75,69,725,First Nation,Nova Scotia
1217020,Eskasoni 3,42,45,76,61,56,2950,First Nation,Nova Scotia
1217030,Cape Breton,78,53,94,76,75,100980,Other,Nova Scotia
1218001,"Victoria, Subd. B",82,58,95,78,78,4070,Other,Nova Scotia
1218003,Wagmatcook 1,50,40,75,73,59,410,First Nation,Nova Scotia
1218006,"Victoria, Subd. A",77,44,95,72,72,3020,Other,Nova Scotia
1301001,Saint Martins,72,52,93,82,75,1195,Other,New Brunswick
1301002,St. Martins,79,49,92,78,74,365,Other,New Brunswick
1301004,Simonds,80,52,97,85,79,3770,Other,New Brunswick
1301006,Saint John,81,56,94,84,79,66690,Other,New Brunswick
1301016,Musquash,79,47,95,79,75,1225,Other,New Brunswick
1302001,Grand Manan,,,,,76,205,Other,New Brunswick
1302004,Campobello,73,55,95,78,75,1030,Other,New Brunswick
1302006,West Isles,81,45,88,85,75,820,Other,New Brunswick
1302008,Lepreau,78,55,90,80,76,825,Other,New Brunswick
1302011,Pennfield,79,46,94,79,75,2305,Other,New Brunswick
1302012,Blacks Harbour,75,40,93,71,70,930,Other,New Brunswick
1302014,Clarendon,,,,,,,Other,New Brunswick
1302016,Saint George,79,50,92,77,74,2460,Other,New Brunswick
1302018,St. George,80,56,96,86,80,1305,Other,New Brunswick
1302021,Saint Patrick,78,54,92,76,75,720,Other,New Brunswick
1302024,Saint Andrews,84,66,91,81,81,590,Other,New Brunswick
1302026,Saint Andrews,85,72,96,88,85,1740,Other,New Brunswick
1302028,Saint Croix,77,54,92,84,77,665,Other,New Brunswick
1302031,Dufferin,87,62,96,81,82,535,Other,New Brunswick
1302034,Saint Stephen,74,49,91,83,74,2115,Other,New Brunswick
1302037,St. Stephen,78,58,94,82,78,4685,Other,New Brunswick
1302039,Saint James,71,44,90,76,70,1345,Other,New Brunswick
1302042,Saint David,78,50,96,86,78,1495,Other,New Brunswick
1302044,Dumbarton,74,39,84,66,66,355,Other,New Brunswick
1302052,Grand Manan,79,46,95,85,76,2415,Other,New Brunswick
1303001,Blissville,77,47,97,83,76,860,Other,New Brunswick
1303004,Gladstone,71,42,92,80,71,540,Other,New Brunswick
1303005,Tracy,72,43,91,72,70,620,Other,New Brunswick
1303006,Fredericton Junction,78,46,91,81,74,680,Other,New Brunswick
1303008,Lincoln,80,56,96,88,80,5765,Other,New Brunswick
1303011,Burton,80,52,95,87,79,4990,Other,New Brunswick
1303012,Oromocto,86,61,95,91,83,8390,Other,New Brunswick
1303013,Oromocto 26,51,45,84,79,65,285,First Nation,New Brunswick
1303014,Sheffield,74,47,96,78,74,905,Other,New Brunswick
1303016,Maugerville,80,56,94,90,80,1715,Other,New Brunswick
1303018,Northfield,73,46,92,74,71,730,Other,New Brunswick
1304001,Petersville,76,52,88,83,75,755,Other,New Brunswick
1304004,Gagetown,74,56,96,83,77,300,Other,New Brunswick
1304005,Gagetown,81,61,94,91,81,655,Other,New Brunswick
1304006,Hampstead,74,54,99,70,74,280,Other,New Brunswick
1304008,Wickham,74,48,97,78,74,445,Other,New Brunswick
1304011,Cambridge,79,60,96,82,79,585,Other,New Brunswick
1304013,Cambridge-Narrows,87,59,95,81,80,715,Other,New Brunswick
1304014,Johnston,79,49,90,86,76,685,Other,New Brunswick
1304016,Brunswick,,,,,64,240,Other,New Brunswick
1304018,Waterborough,72,45,88,74,70,885,Other,New Brunswick
1304021,Canning,85,55,96,77,78,950,Other,New Brunswick
1304022,Minto,71,37,92,77,69,2610,Other,New Brunswick
1304024,Chipman,80,41,92,79,73,1055,Other,New Brunswick
1304025,Chipman,77,42,93,78,72,1290,Other,New Brunswick
1305001,Hammond,70,37,91,79,69,340,Other,New Brunswick
1305004,Upham,73,48,94,81,74,1265,Other,New Brunswick
1305006,Hampton,83,59,95,87,81,2710,Other,New Brunswick
1305007,Hampton,84,65,96,86,83,3940,Other,New Brunswick
1305008,Rothesay,80,53,97,85,79,330,Other,New Brunswick
1305011,Westfield,80,55,96,84,79,2025,Other,New Brunswick
1305014,Kingston,82,58,93,86,80,2885,Other,New Brunswick
1305015,Grand Bay-Westfield,88,63,98,85,83,4970,Other,New Brunswick
1305016,Norton,75,53,87,83,75,1190,Other,New Brunswick
1305018,Norton,71,51,94,86,75,1305,Other,New Brunswick
1305021,Sussex,81,55,96,85,79,2415,Other,New Brunswick
1305022,Sussex,78,55,96,84,78,4160,Other,New Brunswick
1305023,Sussex Corner,77,53,96,87,78,1415,Other,New Brunswick
1305024,Waterford,77,53,94,87,78,500,Other,New Brunswick
1305026,Cardwell,73,45,95,80,73,1475,Other,New Brunswick
1305028,Havelock,83,51,96,86,79,1190,Other,New Brunswick
1305031,Studholm,77,54,95,87,78,3480,Other,New Brunswick
1305034,Springfield,78,49,92,81,75,1565,Other,New Brunswick
1305036,Kars,75,57,90,84,77,410,Other,New Brunswick
1305038,Greenwich,80,52,95,77,76,1035,Other,New Brunswick
